round,action,optimal_action,reward,cumulative_reward,cumulative_regret
1020,0,0,1,631,96.44168536440743
1021,0,0,0,631,96.44168536440743
1022,1,0,0,631,96.59696620911495
1023,0,0,0,631,96.59696620911495
1024,1,1,1,632,96.59696620911495
1025,1,1,1,633,96.59696620911495
1026,2,1,0,633,97.10678953231411
1027,2,1,0,633,97.49274437949026
1028,1,1,0,633,97.49274437949026
1029,1,1,1,634,97.49274437949026
1030,1,1,0,634,97.49274437949026
1031,0,1,0,634,97.8963277789917
1032,0,1,0,634,98.34921261870444
1033,2,1,0,634,99.01790596815376
1034,0,1,0,634,99.58445964582685
1035,1,1,1,635,99.58445964582685
1036,1,1,1,636,99.58445964582685
1037,1,1,1,637,99.58445964582685
1038,1,1,0,637,99.58445964582685
1039,0,1,0,637,100.32815103382954
1040,0,1,0,637,100.98809841884987
1041,1,1,1,638,100.98809841884987
1042,1,1,1,639,100.98809841884987
1043,1,1,0,639,100.98809841884987
1044,0,1,0,639,101.51481030761103
1045,1,1,1,640,101.51481030761103
1046,1,1,1,641,101.51481030761103
1047,1,1,1,642,101.51481030761103
1048,1,1,1,643,101.51481030761103
1049,1,1,0,643,101.51481030761103
1050,1,1,0,643,101.51481030761103
1051,0,1,0,643,102.09810335308255
1052,1,1,1,644,102.09810335308255
1053,1,1,0,644,102.09810335308255
1054,1,1,1,645,102.09810335308255
1055,1,1,1,646,102.09810335308255
1056,1,1,0,646,102.09810335308255
1057,1,1,0,646,102.09810335308255
1058,1,1,1,647,102.09810335308255
1059,1,1,1,648,102.09810335308255
1060,1,1,1,649,102.09810335308255
1061,1,1,1,650,102.09810335308255
1062,1,1,1,651,102.09810335308255
1063,1,1,1,652,102.09810335308255
1064,1,1,1,653,102.09810335308255
1065,1,1,0,653,102.09810335308255
1066,1,1,1,654,102.09810335308255
1067,1,1,0,654,102.09810335308255
1068,1,1,1,655,102.09810335308255
1069,1,1,0,655,102.09810335308255
1070,1,1,0,655,102.09810335308255
1071,1,1,1,656,102.09810335308255
1072,1,1,1,657,102.09810335308255
1073,1,1,1,658,102.09810335308255
1074,1,1,1,659,102.09810335308255
1075,1,1,1,660,102.09810335308255
1076,2,1,0,660,102.56762471670945
1077,2,1,0,660,103.10803684390831
1078,1,1,1,661,103.10803684390831
1079,1,1,0,661,103.10803684390831
1080,1,1,1,662,103.10803684390831
1081,1,1,0,662,103.10803684390831
1082,1,1,1,663,103.10803684390831
1083,2,1,0,663,103.68424558487949
1084,1,1,1,664,103.68424558487949
1085,1,1,0,664,103.68424558487949
1086,1,1,1,665,103.68424558487949
1087,1,1,0,665,103.68424558487949
1088,1,1,1,666,103.68424558487949
1089,1,1,1,667,103.68424558487949
1090,0,1,0,667,104.20185108158326
1091,1,1,0,667,104.20185108158326
1092,1,1,1,668,104.20185108158326
1093,1,1,0,668,104.20185108158326
1094,0,1,0,668,104.81770927890778
1095,1,1,1,669,104.81770927890778
1096,1,1,1,670,104.81770927890778
1097,1,1,1,671,104.81770927890778
1098,1,1,1,672,104.81770927890778
1099,1,1,1,673,104.81770927890778
1100,1,1,0,673,104.81770927890778
1101,0,1,0,673,105.44669466549568
1102,1,1,0,673,105.44669466549568
1103,1,1,1,674,105.44669466549568
1104,1,1,1,675,105.44669466549568
1105,1,1,1,676,105.44669466549568
1106,1,1,1,677,105.44669466549568
1107,1,1,1,678,105.44669466549568
1108,1,1,0,678,105.44669466549568
1109,1,1,1,679,105.44669466549568
1110,1,1,1,680,105.44669466549568
1111,1,1,0,680,105.44669466549568
1112,1,1,1,681,105.44669466549568
1113,1,1,1,682,105.44669466549568
1114,1,1,1,683,105.44669466549568
1115,1,1,1,684,105.44669466549568
1116,1,1,1,685,105.44669466549568
1117,1,1,1,686,105.44669466549568
1118,1,1,1,687,105.44669466549568
1119,1,1,1,688,105.44669466549568
1120,1,1,1,689,105.44669466549568
1121,1,1,1,690,105.44669466549568
1122,1,1,0,690,105.44669466549568
1123,1,1,0,690,105.44669466549568
1124,1,1,1,691,105.44669466549568
1125,1,1,1,692,105.44669466549568
1126,2,1,0,692,106.01060573085145
1127,2,1,0,692,106.54826213787412
1128,1,1,1,693,106.54826213787412
1129,1,1,1,694,106.54826213787412
1130,1,1,0,694,106.54826213787412
1131,1,1,0,694,106.54826213787412
1132,1,1,1,695,106.54826213787412
1133,2,1,0,695,107.00610770546801
1134,1,1,1,696,107.00610770546801
1135,1,1,1,697,107.00610770546801
1136,1,1,1,698,107.00610770546801
1137,1,1,0,698,107.00610770546801
1138,1,1,1,699,107.00610770546801
1139,1,1,1,700,107.00610770546801
1140,0,1,0,700,107.65082285912564
1141,1,1,1,701,107.65082285912564
1142,1,1,1,702,107.65082285912564
1143,1,1,1,703,107.65082285912564
1144,1,1,0,703,107.65082285912564
1145,0,1,0,703,108.1431426830762
1146,1,1,1,704,108.1431426830762
1147,1,1,1,705,108.1431426830762
1148,1,1,1,706,108.1431426830762
1149,1,1,1,707,108.1431426830762
1150,1,1,1,708,108.1431426830762
1151,1,1,0,708,108.1431426830762
1152,1,1,1,709,108.1431426830762
1153,1,1,1,710,108.1431426830762
1154,1,1,1,711,108.1431426830762
1155,1,1,1,712,108.1431426830762
1156,1,1,1,713,108.1431426830762
1157,1,1,1,714,108.1431426830762
1158,1,1,1,715,108.1431426830762
1159,1,1,1,716,108.1431426830762
1160,1,1,1,717,108.1431426830762
1161,1,1,0,717,108.1431426830762
1162,1,1,1,718,108.1431426830762
1163,1,1,1,719,108.1431426830762
1164,1,1,1,720,108.1431426830762
1165,1,1,0,720,108.1431426830762
1166,1,1,1,721,108.1431426830762
1167,1,1,1,722,108.1431426830762
1168,1,1,1,723,108.1431426830762
1169,1,1,1,724,108.1431426830762
1170,1,1,1,725,108.1431426830762
1171,1,1,0,725,108.1431426830762
1172,1,1,0,725,108.1431426830762
1173,1,1,1,726,108.1431426830762
1174,1,1,0,726,108.1431426830762
1175,0,1,0,726,108.55875576895791
1176,2,1,0,726,108.69205452598871
1177,2,1,0,726,108.70206514064974
1178,1,2,0,726,108.75910286152235
1179,1,2,0,726,108.77769890921758
1180,1,2,0,726,108.86795803578607
1181,1,2,0,726,108.97072162147586
1182,1,2,0,726,109.10231292746812
1183,2,2,0,726,109.10231292746812
1184,1,2,1,727,109.3755550590824
1185,1,2,0,727,109.74235788701873
1186,1,2,1,728,110.12935300094783
1187,1,2,0,728,110.55556521316893
1188,1,2,0,728,111.05801304233312
1189,1,2,0,728,111.62128626565467
1190,0,2,0,728,112.19039872079468
1191,1,2,0,728,112.71586114895719
1192,1,2,0,728,113.30002674233815
1193,0,2,0,728,113.94432756469955
1194,1,2,1,729,114.58609330820846
1195,1,2,0,729,115.2266535338373
1196,0,2,0,729,115.92642309225431
1197,2,2,0,729,115.92642309225431
1198,1,2,0,729,116.72340858076704
1199,1,2,0,729,117.43635783509028
1200,1,2,0,729,118.25343831517544
1201,1,2,0,729,118.86323198392947
1202,1,2,0,729,119.55887291012095
1203,0,2,0,729,120.26876116327855
1204,2,2,1,730,120.26876116327855
1205,2,2,1,731,120.26876116327855
1206,2,2,1,732,120.26876116327855
1207,2,2,0,732,120.26876116327855
1208,2,2,1,733,120.26876116327855
1209,2,2,1,734,120.26876116327855
1210,2,2,1,735,120.26876116327855
1211,2,2,1,736,120.26876116327855
1212,2,2,1,737,120.26876116327855
1213,2,2,0,737,120.26876116327855
1214,2,2,1,738,120.26876116327855
1215,2,2,1,739,120.26876116327855
1216,2,2,1,740,120.26876116327855
1217,2,2,1,741,120.26876116327855
1218,2,2,1,742,120.26876116327855
1219,2,2,1,743,120.26876116327855
1220,2,2,0,743,120.26876116327855
1221,2,2,1,744,120.26876116327855
1222,2,2,1,745,120.26876116327855
1223,2,2,1,746,120.26876116327855
1224,2,2,0,746,120.26876116327855
1225,2,2,1,747,120.26876116327855
1226,2,2,1,748,120.26876116327855
1227,2,2,1,749,120.26876116327855
1228,2,2,1,750,120.26876116327855
1229,2,2,1,751,120.26876116327855
1230,2,2,1,752,120.26876116327855
1231,2,2,1,753,120.26876116327855
1232,2,2,1,754,120.26876116327855
1233,2,2,1,755,120.26876116327855
1234,2,2,1,756,120.26876116327855
1235,2,2,1,757,120.26876116327855
1236,2,2,1,758,120.26876116327855
1237,2,2,1,759,120.26876116327855
1238,2,2,1,760,120.26876116327855
1239,2,2,1,761,120.26876116327855
1240,2,2,1,762,120.26876116327855
1241,2,2,1,763,120.26876116327855
1242,2,2,1,764,120.26876116327855
1243,2,2,1,765,120.26876116327855
1244,2,2,1,766,120.26876116327855
1245,2,2,1,767,120.26876116327855
1246,0,2,0,767,121.01240932678063
1247,2,2,0,767,121.01240932678063
1248,2,2,1,768,121.01240932678063
1249,2,2,1,769,121.01240932678063
1250,2,2,1,770,121.01240932678063
1251,1,2,0,770,121.73685186511686
1252,1,2,0,770,122.53755021165212
1253,0,2,0,770,123.29272149144079
1254,2,2,1,771,123.29272149144079
1255,2,2,1,772,123.29272149144079
1256,2,2,1,773,123.29272149144079
1257,2,2,1,774,123.29272149144079
1258,2,2,0,774,123.29272149144079
1259,2,2,1,775,123.29272149144079
1260,2,2,1,776,123.29272149144079
1261,2,2,1,777,123.29272149144079
1262,2,2,1,778,123.29272149144079
1263,2,2,1,779,123.29272149144079
1264,2,2,1,780,123.29272149144079
1265,2,2,1,781,123.29272149144079
1266,2,2,0,781,123.29272149144079
1267,2,2,0,781,123.29272149144079
1268,2,2,1,782,123.29272149144079
1269,2,2,0,782,123.29272149144079
1270,2,2,1,783,123.29272149144079
1271,2,2,1,784,123.29272149144079
1272,2,2,0,784,123.29272149144079
1273,2,2,1,785,123.29272149144079
1274,2,2,1,786,123.29272149144079
1275,2,2,1,787,123.29272149144079
1276,2,2,1,788,123.29272149144079
1277,2,2,1,789,123.29272149144079
1278,2,2,1,790,123.29272149144079
1279,2,2,1,791,123.29272149144079
1280,2,2,1,792,123.29272149144079
1281,2,2,1,793,123.29272149144079
1282,2,2,1,794,123.29272149144079
1283,2,2,1,795,123.29272149144079
1284,2,2,0,795,123.29272149144079
1285,2,2,1,796,123.29272149144079
1286,2,2,1,797,123.29272149144079
1287,2,2,1,798,123.29272149144079
1288,2,2,1,799,123.29272149144079
1289,2,2,1,800,123.29272149144079
1290,2,2,0,800,123.29272149144079
1291,2,2,1,801,123.29272149144079
1292,2,2,0,801,123.29272149144079
1293,2,2,1,802,123.29272149144079
1294,2,2,1,803,123.29272149144079
1295,2,2,1,804,123.29272149144079
1296,0,2,1,805,124.03752345632927
1297,0,2,0,805,124.76009014235872
1298,0,2,0,805,125.45423543011388
1299,2,2,1,806,125.45423543011388
1300,2,2,1,807,125.45423543011388
1301,1,2,0,807,126.28257320496743
1302,1,2,0,807,126.99362793134848
1303,0,2,0,807,127.76242283763688
1304,2,2,1,808,127.76242283763688
1305,2,2,1,809,127.76242283763688
1306,2,2,1,810,127.76242283763688
1307,2,2,1,811,127.76242283763688
1308,2,2,1,812,127.76242283763688
1309,2,2,1,813,127.76242283763688
1310,2,2,1,814,127.76242283763688
1311,2,2,1,815,127.76242283763688
1312,2,2,1,816,127.76242283763688
1313,2,2,1,817,127.76242283763688
1314,2,2,1,818,127.76242283763688
1315,2,2,1,819,127.76242283763688
1316,2,2,1,820,127.76242283763688
1317,2,2,1,821,127.76242283763688
1318,2,2,1,822,127.76242283763688
1319,2,2,1,823,127.76242283763688
1320,2,2,1,824,127.76242283763688
1321,2,2,1,825,127.76242283763688
1322,2,2,1,826,127.76242283763688
1323,2,2,0,826,127.76242283763688
1324,2,2,1,827,127.76242283763688
1325,2,2,1,828,127.76242283763688
1326,2,2,1,829,127.76242283763688
1327,2,2,0,829,127.76242283763688
1328,2,2,1,830,127.76242283763688
1329,2,2,1,831,127.76242283763688
1330,2,2,1,832,127.76242283763688
1331,2,2,1,833,127.76242283763688
1332,2,2,1,834,127.76242283763688
1333,2,2,1,835,127.76242283763688
1334,2,2,1,836,127.76242283763688
1335,2,2,1,837,127.76242283763688
1336,2,2,1,838,127.76242283763688
1337,2,2,1,839,127.76242283763688
1338,2,2,1,840,127.76242283763688
1339,2,2,1,841,127.76242283763688
1340,2,2,1,842,127.76242283763688
1341,2,2,0,842,127.76242283763688
1342,2,2,1,843,127.76242283763688
1343,2,2,1,844,127.76242283763688
1344,2,2,0,844,127.76242283763688
1345,2,2,1,845,127.76242283763688
1346,2,2,1,846,127.76242283763688
1347,2,2,1,847,127.76242283763688
1348,0,2,0,847,128.43850153674992
1349,2,2,1,848,128.43850153674992
1350,2,2,1,849,128.43850153674992
1351,1,2,0,849,129.21805417068686
1352,1,2,0,849,129.98775130149954
1353,0,2,1,850,130.7320875526673
1354,0,2,0,850,131.53660797676952
1355,0,2,0,850,132.33993815781372
1356,2,2,0,850,132.33993815781372
1357,2,2,1,851,132.33993815781372
1358,2,2,1,852,132.33993815781372
1359,2,2,1,853,132.33993815781372
1360,2,2,1,854,132.33993815781372
1361,2,2,1,855,132.33993815781372
1362,2,2,1,856,132.33993815781372
1363,2,2,0,856,132.33993815781372
1364,2,2,1,857,132.33993815781372
1365,2,2,0,857,132.33993815781372
1366,2,2,1,858,132.33993815781372
1367,2,2,1,859,132.33993815781372
1368,2,2,1,860,132.33993815781372
1369,2,2,0,860,132.33993815781372
1370,2,2,1,861,132.33993815781372
1371,2,2,1,862,132.33993815781372
1372,2,2,0,862,132.33993815781372
1373,2,2,1,863,132.33993815781372
1374,2,2,1,864,132.33993815781372
1375,2,2,1,865,132.33993815781372
1376,2,2,0,865,132.33993815781372
1377,2,2,1,866,132.33993815781372
1378,2,2,1,867,132.33993815781372
1379,2,2,1,868,132.33993815781372
1380,2,2,0,868,132.33993815781372
1381,2,2,1,869,132.33993815781372
1382,2,2,0,869,132.33993815781372
1383,1,2,0,869,132.70663357673664
1384,2,2,1,870,132.70663357673664
1385,2,2,0,870,132.70663357673664
1386,2,2,0,870,132.70663357673664
1387,0,0,0,870,132.70663357673664
1388,2,0,0,870,132.87499164549996
1389,2,0,1,871,133.08712274968022
1390,2,0,1,872,133.35972771807863
1391,2,0,0,872,133.6869444530816
1392,2,0,1,873,134.07411325797494
1393,2,0,1,874,134.4937176190784
1394,2,0,1,875,134.99121033173455
1395,2,0,0,875,135.52761211166802
1396,2,0,0,875,136.105826997482
1397,2,0,0,875,136.74707275650695
1398,0,0,0,875,136.74707275650695
1399,2,0,0,875,137.42431813924992
1400,2,0,0,875,138.1519437869946
1401,1,0,1,876,138.85494894656284
1402,1,0,0,876,139.541500438818
1403,1,0,0,876,140.26791351211372
1404,1,0,0,876,140.91248610764416
1405,0,0,1,877,140.91248610764416
1406,0,0,1,878,140.91248610764416
1407,0,0,0,878,140.91248610764416
1408,0,0,1,879,140.91248610764416
1409,0,0,1,880,140.91248610764416
1410,0,0,1,881,140.91248610764416
1411,0,0,1,882,140.91248610764416
1412,0,0,1,883,140.91248610764416
1413,0,0,1,884,140.91248610764416
1414,0,0,1,885,140.91248610764416
1415,0,0,1,886,140.91248610764416
1416,0,0,1,887,140.91248610764416
1417,0,0,1,888,140.91248610764416
1418,0,0,1,889,140.91248610764416
1419,0,0,1,890,140.91248610764416
1420,0,0,1,891,140.91248610764416
1421,0,0,1,892,140.91248610764416
1422,0,0,1,893,140.91248610764416
1423,0,0,1,894,140.91248610764416
1424,0,0,1,895,140.91248610764416
1425,0,0,1,896,140.91248610764416
1426,0,0,1,897,140.91248610764416
1427,0,0,0,897,140.91248610764416
1428,0,0,0,897,140.91248610764416
1429,0,0,1,898,140.91248610764416
1430,0,0,1,899,140.91248610764416
1431,0,0,0,899,140.91248610764416
1432,0,0,0,899,140.91248610764416
1433,0,0,1,900,140.91248610764416
1434,0,0,1,901,140.91248610764416
1435,0,0,0,901,140.91248610764416
1436,0,0,0,901,140.91248610764416
1437,0,0,0,901,140.91248610764416
1438,0,0,1,902,140.91248610764416
1439,0,0,0,902,140.91248610764416
1440,0,0,1,903,140.91248610764416
1441,0,0,1,904,140.91248610764416
1442,0,0,1,905,140.91248610764416
1443,0,0,0,905,140.91248610764416
1444,1,0,1,906,141.5510855169446
1445,1,0,0,906,142.12909817510894
1446,0,0,1,907,142.12909817510894
1447,2,0,0,907,142.81215338693954
1448,0,0,1,908,142.81215338693954
1449,2,0,1,909,143.54483119086842
1450,2,0,0,909,144.2492141189996
1451,2,0,0,909,144.9681473505431
1452,0,0,1,910,144.9681473505431
1453,1,0,0,910,145.6677967061298
1454,1,0,1,911,146.32329484300897
1455,1,0,0,911,147.01066011517236
1456,1,0,0,911,147.72575185848027
1457,0,0,0,911,147.72575185848027
1458,0,0,1,912,147.72575185848027
1459,0,0,0,912,147.72575185848027
1460,2,0,0,912,148.40006853771501
1461,0,0,1,913,148.40006853771501
1462,0,0,1,914,148.40006853771501
1463,0,0,1,915,148.40006853771501
1464,0,0,0,915,148.40006853771501
1465,0,0,1,916,148.40006853771501
1466,0,0,1,917,148.40006853771501
1467,0,0,1,918,148.40006853771501
1468,0,0,1,919,148.40006853771501
1469,0,0,1,920,148.40006853771501
1470,0,0,1,921,148.40006853771501
1471,0,0,1,922,148.40006853771501
1472,0,0,0,922,148.40006853771501
1473,1,0,0,922,149.10122682080296
1474,0,0,0,922,149.10122682080296
1475,0,0,1,923,149.10122682080296
1476,0,0,0,923,149.10122682080296
1477,0,0,1,924,149.10122682080296
1478,0,0,0,924,149.10122682080296
1479,0,0,1,925,149.10122682080296
1480,0,0,1,926,149.10122682080296
1481,0,0,1,927,149.10122682080296
1482,0,0,1,928,149.10122682080296
1483,0,0,0,928,149.10122682080296
1484,0,0,0,928,149.10122682080296
1485,0,0,1,929,149.10122682080296
1486,0,0,1,930,149.10122682080296
1487,0,0,0,930,149.10122682080296
1488,0,0,0,930,149.10122682080296
1489,0,0,1,931,149.10122682080296
1490,0,0,1,932,149.10122682080296
1491,0,0,1,933,149.10122682080296
1492,0,0,1,934,149.10122682080296
1493,0,0,1,935,149.10122682080296
1494,0,0,1,936,149.10122682080296
1495,0,0,1,937,149.10122682080296
1496,0,0,1,938,149.10122682080296
1497,2,0,0,938,149.86031272362652
1498,0,0,0,938,149.86031272362652
1499,0,0,0,938,149.86031272362652
1500,0,0,0,938,149.86031272362652
